,reviews,ratings,date
7639,"Overall the experience was excellent. The only cons I have is the usual...its too crowded. That makes the lines long,  even fast pass was crowded at times. It's worth the wait, and remember it's the most happiest place.",5/5,5 years ago on  Google
7640,"This is a great family experience.  I finally went at 35.  We got annual passes!  Yay!  I've already been twice in 3 days!  I saw Mickey Mouse and Goofy, but not many other characters.  At least not yet!  We rode the Buzz Lightyear ride and the Mad Tea Party!!!  Both were fun and I would ride them again!  The tram will get you there in no time.  Be prepared to pay $20 for parking.  The food is really good and the lights are pretty at night.  I haven't had the chance to see the fireworks yet, but we did see the Mickey Mouse ferris wheel and the Castle!!!  Highly recommended for everyone!!!",4/5,5 years ago on  Google
7641,We weren't allowed to bring a dang selfie stick in. I do realize that selfie sticks can be dangerous in some ways but the only options we had we're bring it back or leave it at security so they could throw it away. You obviously wouldn't want your $30 selfie stick to be tossed in the trash so you obviously would want to bring it home but if you don't live in the area you would have to call another taxi or walk back to your hotel. There has to be some way where you could leave the unwelcomed item at the entrance. That was the one thing that bugged me but overall it was pretty fun. Please do something about this issue.,3/5,3 years ago on  Google
7642,"We recently visited Disneyland on Saturday, October 7, 2017, and had arather unfortunate experience. My husband and I were ableto enjoy most of the park on a busy day, which was great as it was his first time, but it'll probably be our last time.A huge damper was put on our visit when we went to ride Splash Mountain. I was so excited to ride as we used one of our fastpasses and bypassed a 90 min lineup. I was worried when we were put in a boat with four other men (my husband and I are by no means tiny) but I figured we would be fine if a cast member thought it was okay for that much weight  in the boat. The ride was great, we had a monumental tidal wave that thoroughly soaked us - all in good fun!What was NOT fun at all was when we got to the unloading zone the boat was too heavy to make it back up the mechanism - we were stuck just beyond the emergency exit. After about 15 mins the cast members unloaded all of the other boats but told us to stay where we were. Due to liability, the jump to make it back to the emergency exit was too big. We needed to stay where we were in order to not be escorted out of the park. The fire dept had been called and would be coming soon.More than 60 minutes later the firemen showed up, only to tell us ""Sorry it took so long but someone called us and told us you didn't need us anymore"". That was NOT something that you want to hear after waiting for so long to be 'rescued'.In the 60 minutes that we waited our boat was a spectacle for all the people in line. We were pointed and laughed at, photos and videos were taken. Some of the men in the boat were visibly very uncomfortable with the additional attention and requested numerous times that the lineup to be cleared from sight to stop the ridicule. Nothing was done - Cast members themselves all came to check out the situation - not to be confused with 'Check on'.At no point was there communication to us or regular updates - there was no 'are you okay' from cast members, or can we get you anything. One request made by another one of the men was just a simple plastic bag as his phone and camera had been soaked and ruined from the splash - he had to ask four times.The issue isn't that we were stuck or that we had to wait. I get it, rides break, stuff happens and it's all a part of the experience. The thing that's so upsetting is that this is DISNEY. The epitome of customer service and the place where the magic happens, NOT a place to be pointed and laughed at, underserviced, or shrugged off.I followed up with Disney customer service and received a cookie cutter canned response ""we're sorry the ride broke"" and ""we're sorry you had bad service"" cut and paste out of an employee manual.I completely understand that things happen, rides and attractions have technical difficulties. Our experience was a little beyond 'disappointment over the temporary closure of Splash Mountain', it was the fact that we WERE the temporary closure of Splash Mountain as a result of poor judgment of the staff. As such we were treated distastefully by all staff, not to mention the harassment and spectacle we endured during the wait.We had already missed the fireworks.Visiting from Canada for the weekend we only had one day in the park. I asked if we could talk to someone about the possibility of a meal voucher or gift card for the shops we were shrugged off and they told us to go to 'city hall' customer service, where I could wait again and loose the rest of our ONLY evening. We had at this point already lost almost 2 hours of our very limited time in the park.It would be nice to receive a genuine apology for myself and the other men in the boat. This is Disney... the epitome of customer service and the go-to example used in all experiential marketing. I'm hoping they can make it right and restore the magic in my eyes.I would also strongly encourage a weight distribution disclaimer for your staff at Splash Mountain - rather than cramming the boats full, consideration of safety first.Disneyland is NOT what it used to be.",1/5,5 years ago on  Google
7643,"Disneyland is amazing! I'm a regular annual passholder & so are my 3 little kids :D! They love it.The park is always in great condition & the attractions are great.I'm going to talk about the price, because lots of people seem to complain about it. It does get pricier, but those who truly value this amusement park & can truly appreciate what they do will continue to be a part of this magical experience :)Stay away from the amazing, irresistible $10 churros lol :) That is a little too much for a daddy + 3 = $40 for churros.Other than that, the park is great. Food inside the park is okay. You can find better options around the park, locally. The Parking is never too crazy, but it is $$$.",5/5,4 years ago on  Google
7644,This place is really fun except the crowds long wait lines and bank breaking prices.  Same good ol rides along with some updated rides and new rides to come.  Can't wait for Star Wars Land as it was under construction while we were there.,4/5,5 years ago on  Google
7645,"It was a fun filled day for me and my girlfriend. We went on Pixar's woody ride, the little mermaid, Mike & sully's scare taxi ride. We ate at the golden horseshoe. All in all it was a wonderful day.",5/5,3 years ago on  Google
7646,"$40 preferred parking...it's like gambling. Today we considered the preferred parking, but decided against it. It turned out that we parked closer WITHOUT preferred parking. It's possible that you could park closer, but based on my experience today it isn't worth it.Just another thing displaying how terrible this company is.",2/5,3 years ago on  Google
7647,"I love Disneyland♡ Food is delicious! Place is clean, and safe. There are lots of places to shop & employees are pleasant & professional! What else can you possibly ask for",5/5,3 years ago on  Google
7648,"Awesome! But Disney, you have GOT to open up at least one more smoking area. One smoking area at the edge of the park in the back is not cutting it. And CA Adventures didn't even have one open.",5/5,3 years ago on  Google
7649,"Loads of stuff to eat, see and ride. Much more hidden gems than you thought. Try the pixie area or the princess theater. Also try riding haunted mansion early and the railroad last. Its such a great park. Dont forget to keep your eyes out on the riverboat for Princess Tiana. Amazing princess access spot. Greatest place on earth.",5/5,4 years ago on  Google
7650,"Disneyland is so adventurous! All the rides are fun and exiting. The park is so lively with noises all around. I think Disneyland is super, and I think about 90% of all of you guys would surely agree.",5/5,3 years ago on  Google
7651,"Was ok, just another park really.Didn't have the ""fantasy"" that it portrays in its advertising.Been wanting to come here for 40 years, was a bit disappointing. Rides were good but no real Disney atmosphere.",3/5,3 years ago on  Google
7652,Celebrating son's 13th B-Day!,5/5,3 years ago on  Google
7653,"Disney has just become way to overpriced. I will not be renewing my pass this year. Not only because of the pricing but because they truly dont accommodate people with disabilities. I broke my ankle and after 7 weeks post injury, I called and asked them if I could freeze my monthly payments they said no. That they could accommodate me once I got to the park, that they would not charge me for a wheelchair rental, and they did. The crowds are so big that with a wheelchair makes it so much more harder to get around the park. The ride attendees seem bothered when they had to wheel me in or out of the ride, it was just one of the worst experiences that I have ever had going to disney.",2/5,3 years ago on  Google
7654,"Honestly, this was a massive disappointment. My wife and I came to this location with a stack of cash looking to get some Marvel / Star Wars merchandise that we can't get anywhere else. Turns out, they have even less than most retail stores. We were also told that the parks are separated into two, so we had to choose between Marvel and Star Wars. We chose Marvel as staff told us that the Star Wars stuff isn't as big right now due to construction, but it was a small area and the ride was constantly a 2 hour wait. The rest of the park was meh, and the food was terrible quality. Disneyland was a disappointment, I will not be back.",1/5,3 years ago on  Google
7655,"My visit to Disneyland California left me Shocked.We flew over the ocean from Australia to visit Disneyland in LA.To make most of out visit, we decided to go to the parks on Monday,Tuesday and Wednesday.First thing which left my 8 yr old in tears ,was getting to know fantasmic is only on Friday,Saturday and Sunday!The management states it is on their website, which we searched and there is no such a thing.They only advertise fireworks.So this is certainly misleading.Second thing was advertising buying ticket for 3 days with magic access to the park in one morning.That’s all been said.Then I drag my child at 6 am to get there early and get to galaxy edge ,but no way.They put you on a track with access to only 2-3 unpopular rides.Third my husband wanted to reserve for savi workshop.He paid 300 $ in advance.only to be booked for the day after.Our tickets were admission to one park each day.So we went to the management to cancel the reservation and get our 300$ back,,just 10 min after bbooking,only to get declined.They told us to pay 55 $ extra for his ticket to be a parkk hopper.Now If you were in my shoes,How would you feel?mislead,conned .In 2018 we went to Disney world in Florida and it was.  Perfect.",3/5,3 years ago on  Google
7656,"Lines are definitely getting shorter. Maybe the crazy high prices now a days. Most of the kids rides lines are super short, 20 or 30 min sometines less. We went on a friday..",5/5,4 years ago on  Google
7657,"Spent 5 days here in August 2015 with my wife, a 3 year old and a 5 month old.Was really hot and I had not long ruptured my achilles tendon, but I still managed to get around and enjoy myself. (Not as much as my daughter though!)I think most people know what Disneyland is and what to expect.",5/5,7 years ago on  Google
7658,Magical.  Magical. Magical.  Wish there were more rides in between long walks.  Cheaper price on water.  5 bucks in 92degree heat seems unfair and only saw 2 waterfountains in 5 days :(,4/5,3 years ago on  Google
7659,"If you love Disneyland it's still here and you'll probably still love it.For as much as Disney charges for entry (basically $100 a person per day) I wish they would let fewer people in.Maybe sell fewer season passes?  I don't know.  Even on days when the place is considered ""empty"" there are still a million people here.The lines for the popular rides are still there.  Yes you can get a FastPass and if you pay extra, because $100 a day isn't enough, you can get better FastPass.Food is expensive but that's not exclusive to Disneyland.The Disneyland app is actually pretty useful.  You can make dining reservations which I found really useful because trying to find a place to eat last minute can lead to, what a shock, a long wait if you want to sit down to eat.The experience is clean and safe though.  I'll give Disney credit for running the best theme parks in the world.",5/5,4 years ago on  Google
7660,"I have been going to Disneyland since I was 3 and I am now in my 30s, You never get to old for Disneyland.I miss the original swiss family Robinson tree house, And the people mover such amazing memories I always loved the parade of lights music I can still hear it as i am on my dads shoulders watching. The older you get though the park isnt that big when your a kid it's massive. I hope they expand the Disneyland park with some of the newer technology they have.",5/5,3 years ago on  Google
7661,"Disneyland prices have increased but their updates and new attractions still make this theme park a need to visit destination. If you use the Disney app to check hours and wait times you'll save yourself a lot of trouble. Also make sure to tell a staff member about your stay so you can get a button to display ""happy birthday"", for example.",5/5,6 years ago on  Google
7662,"They don't call it the happiest place on earth for nothing!  I've only been to Disney World so this was our first visit to this park.  There are a lot of great similarities but plenty different than it's Orlando counterpart.  We went on a Thursday morning and arrived shortly after the park opened at 10am.  We were pleasantly surprised that we drove right in to park and didn't have to fight any long lines getting into the park itself!  I would certainly recommend buying your passes early so you don't have to mess with getting them the day of.  The lines for the rides were a little long at times so I would take advantage of the ""Fast Pass"" option, if the ride offers it.  This is a great way to get ahead of the long lines and better plan out your day.",5/5,5 years ago on  Google
7663,"What could be better than Disneyland at Christmas. The fireworks were cancelled tonight but that does happen when the wind is over 8 mph. Their backup is to play beautiful Christmas music and light up the castle, their 60 foot tree and main street, then they have snow blowers for fake snow. Having been there quite a bit, I enjoyed watching other people react to what I mentioned. We then went and saw the World of Color Season of Light, spectacular show all keyed to holiday music. Merry Christmas everyone.",5/5,5 years ago on  Google
7664,"First of all, even though it wasn't the greatest experience my daughters wish was fulfilled when she met Minnie Mouse and all her favorite characters. That was worth all the bad experiences. Let me begin, the ticket purchase was a smooth and great experience, the lady was full of grace and smiles, loved it. Once we entered and made our way to Toontown that is where my daughter met all her favorite characters and had a great time with waiting time not being more than 20mins. The crowd was crazy!! I have never experienced such a crowd before, people constantly bumping into each other, rude, pushing you out of the way and cutting in line. It wasn't the most ideal situation. Once we made our way headed towards the castle my daughter was interested in a snack, we stopped at the stand right outside the castle and the rude young lady asked me what is that you want so I can ring you up!! In my head my impression was, 'Wow, isn't this suppose to be a happy place??"" I walked away and she rolled her eyes at me when we denied to make the purchase, while also saying to her I am sorry my presence has become an inconvenience to you, she replied yeah it has thanks for leaving, right there I just wanted to leave the park. Everything inside the park is pretty pricey, However, they have the most adorable things we just had to get my daughter. When trying to board pirates of the Caribbean, they took everyone out of line , no explanations and shut down the ride, we later found out(when in line again) someone tripped and fell while getting off the ride. Indiana Jones wait line is always a long wait we didn't even bother. Lunch time came around and we were in tomorrow land, eating at Tomorrow land Terrace, customer service was poor, all burgers were great, no one got sick, my younger brother had the chicken sandwich with avocado salsa and about an hour later he was sick, constantly going to the restroom and we made our way to the medics there and they were of help by offering some over the counter drugs. The light Parade was great and my Daughter and Son absolutely went crazy seeing all their favorite characters. Overall, it was okay. I suggest to purchase FASTPASS, Don't shop at the stands, instead opt out for a sit down meal. Bring your own snacks. Its permitted. Keep in mind all major attractions have an incredibly long wait time. Also, make sure you call out the rude people to park attendants when in line otherwise the wait time is just longer and longer because no one says anything. And Avoid going the last week in August the crowd is overwhelming!",3/5,7 years ago on  Google
7665,"I don't see how anyone wouldn't love this place!! My girlfriend and I come here every chance we get!! A little AP advice from me to you, learn how to maximize the fast pass system! If you do, the longest line you'll stand in is the line for food! Haha",5/5,6 years ago on  Google
7666,Its Disneyland! The only way it could be better is if it were free! Oh wait! It was! Cause my friends rock. So no complaints. Do the Tower of Terror ~ now Gaurdians of the Galaxy! I did it twice. I needed the scream therapy AND the laughter. Born to be Wild!!,5/5,3 years ago on  Google
7667,Lots of people and long lines! Be prepared to spend 59$ for a famliy of 5 to eat! People are rude and pushy cutting lines holding spots for a group of 20 to cut. Employees are super nice!,4/5,3 years ago on  Google
7668,As Walt Disney would say Disneyland is your land a place for family in America to relive their dreams and most importantly making children of our future  happy and inspired with technology and Magic God Bless America and thank you for people like Walt Disney Edison Einstein Etc wishing the world peace love and happiness from Prince Cosmo😇⭐🎩,5/5,4 years ago on  Google
7669,"It's great but, always crowded. We did plan our trip for the Labor day week because the crowds are smaller. But, the park was only open till 8pm.",5/5,4 years ago on  Google
7670,I have never been disappointed in a Disney experience until today. Disney decides to raise their prices at a time when many attractions are closed for refurbishment. In one day I was on three rides that broke down and after waiting for 20 minutes I was not able to get on the rides.Disney shows a great lack of care and consideration for their customers. They could have easily waited until they finished their renovations and repairs to do a price increase. Instead they asked their loyal customers to pay more for a substandard experience.Sad that I will no longer have faith that a day in Disney will lead to a guaranteed amazing experience.,1/5,3 years ago on  Google
7671,If you are reading through google reviews to figure out if you should go to Disneyland then you must be from another planet. This is the happiest place in the world and a bucket list item for every human. This is a must go and will give you an everlasting memory.,5/5,4 years ago on  Google
7672,New Star Wars area was Awesome! Wife and daughter are going back next week for princess birthday. Goofy kitchen was a lot of fun too!,5/5,2 years ago on  Google
7673,"It was a wonderful day as always. One problem, the pins, you collect. The backs have fallen off and my daughter lost two of them. I don't know how to fix this but my time there was great.",5/5,5 years ago on  Google
7674,"Visited Disneyland with my 3 kids, and with the experience we had at Disneyworld in Orlando, I am quite disappointed by our visit.  First off, the cost to enter the park is outright outrageous, but going to Disney you accept you will be gouged to the limit for entrance.  But what really got me was the lack of staff visible at times for assistance.  The wait times for the rides routinely exceed 60 minutes, where most of the time is spent in lines.  The food was just lousy in the park if your a vegan.  The only place to eat was the fruit stand near the starbucks on Main St, and some French imitation place where we found a salad.  For the entire two days, we only saw one character walking the park.  When in Disney world, the characters were always walking the park which always animates the kids.  Don't get me wrong, the place is Disney and which kid does not like it.  The only good thing from this trip is my kids have begged me not to come back to Disneyland :-)  Better value to go Six Flags or other attractions.  Please know, this is just my opinion and so take it with a grain of salt.",3/5,4 years ago on  Google
7675,"I grew up at Disneyland, practically, and now that I'm a husband and father my experiences here have become even more magical. Disneyland has always gone above and beyond and I'm so grateful to have attended this park for most of my life.",5/5,5 years ago on  Google
7676,Well obviously this is the happiest place on earth. Even in the rain... No especially in the rain. It's amazing here and the staff is so very friendly. It may be crowded but I mean it is an amusement park.,5/5,3 years ago on  Google
7677,"Toooooooo many people, not enough time to enjoy it all in one day. We got there @ 8:30 am and purchased 1 day hopper passes. So we could enjoy both parks, (Disneyland & calidornia adventure) didn't think we were only going to be able to get on 6 rides out of both parks... we stood there till 11:00 pm. My heart is broken n upset that we saved for 2 years for our family of 9 to be wasted on only 6 rides. My kids never got to go to toontown. Sometimes they close it by 5:00pm.. what do they think we're taking our kids home with a babysitter and coming back to experience it at night without them. NO....THEY WE'RE WITH US ALL DAY OF COURSE. The only reason we went on a Saturday was for the light up the night parade...my suggestions skip the parade n go during the week. maybe you will be lucky n get to ride all the attractions.... # very sad mommy.",2/5,6 years ago on  Google
7678,"It is truely the happiest place on earth and where dreams comes true. I just can't help but feeling happy there, especially at Christmas time. It is so magical. I love there. Just wish it didn't cost to much, and the line wasn't so long of a wait, another then that I love it.",4/5,7 years ago on  Google
7679,"The happiest place on Earth, what more to say? It's expensive but for the family to enjoy themselves all day, totally worth it. Just try to go on a weekday vs weekend if possible.",5/5,4 years ago on  Google
7680,"Of course! Makes me miss being a kid for sure. Great place for your kids and jus a quick get away with ur significant other. Downside, prices for anything including parking rapes ur wallet. Gotta take a trolley or bus in. And sooooo many people most days. Best bet, get yourself a year pass which u pay monthly, bring a backpak of quick food, snacks and water, prepare to spend a bit of money any trip here, lots of walking, majority of ur time will b in line staring at the back of peoples head, but know ur kids r gonna have the most amazing time ever! Memories go so far and really do things even between and whoever u love. Family and friends. And the rides are really awesome. My favorites: Haunted house, Indiana Jones, the crazy train one, space mountain, pirate's in the Caribbean, water log one, the buzz light year one my son loves....so many. Even small world is great. Check out the parades and try the candy and deserts. And jus have fun with your loved ones",4/5,4 years ago on  Google
7681,I love everything about this ride! Makes sense as to why the wait is always so long.,5/5,4 years ago on  Google
7682,Fufilled my kids dreams. Everything was larger than life. My kids especially enjoyed the jungle cruise. We had quite the journey driving here from Toronto and it was well worth it!,5/5,4 years ago on  Google
7683,I already want to go back! I could literally stay in Galaxies Edge all day. It was an awesome two days for my family and I’ll be back when the rest of Galaxies Edge is finished!Tips - If you’re a Star Wars fan get a $100 batuuan spira at the droid depot. You’ll spend the $100 at the park and have a really cool souvenir that’s technically free. Then go take a pic at the Falcon and ask for the photo card. It’s a special Star Wars one!,5/5,3 years ago on  Google
7684,"This is to an extent the Disney I remember when I went 32 years ago. However a lot has changed.  The Hopper ticket if you have a bunch of little ones like I did.  Don't Bother getting it, you will waste your money.  However I do recommend getting a Two Day Pass.  It's the only way to get through the whole park.  Also if you have a choice, AVOID the Summer at all costs. You will Suffer the wrath of the Crowds and the Humid Heat. Now here is where I frown on Disney,  as much as the tickets costs and as much as you pay to get there, as I mentioned I had a lot of little ones and the main thing they wanted to see were the Characters.  The Positive is that with the free Disney App, you can see where they are at.  However the wait time was out of control.  The other was that if you did find one walking through the park,  We literally had to RUN after them to get a picture or for them to acknowledge any children, NOT COOL DISNEY. I literally had to run and am in good shape to get a pic.   It's not like the ads you see on tv.  I hope Disney World is not the same.  Now the cool thing that Disney is doing is the Fast Pass which is free.  I honestly would not pay for the Max Pass, you really do not need it. Basically for the popular rides you go over to the dispenser put in your ticket and retrieve a reminder. Then you go elsewhere, get on other rides and when it's close to the time you get in the fast pass lane and boom you are on the ride within a 5-25 minutes, Not bad Disney. Another cool thing is the ability to take in backpacks.  I took one with an insulated 9 can bag which saved me a bundle of money. I was able to put snacks for the kids, water and gatorade which helped keep them hydrated and fed.  Which is awesome. Use these tips and you will definitely have a better time.",3/5,4 years ago on  Google
7685,Space mountain is a great ride. Extremely expensive. I would not recommend getting a pass because it is a scam. Would rather take my money to Knott's Berry Farm.,4/5,3 years ago on  Google
7686,"A lot of fun, you can bring your food to save a little money.  Freeze water bottles, bring them with you, by the time  you will want a water it will be nice and cold and you will save a good amount of 💰",5/5,3 years ago on  Google
7687,Really really crowded now. So crowded I am considering not renewing my yearly pass. However its just such an awesome place. The Paint the Night Parade is absolutely amazing!,3/5,6 years ago on  Google
7688,"Great place to escape and entertain with stuff for the kids that is still fun for the adults.  Can get crowded, but is still a good getaway as long as you set a reasonable pace and don't try to do everything in one day.",5/5,6 years ago on  Google
7689,This place is a lot of fun; however Disneyland has to figure out a better to manage wait times. Even fast passes are taking 30 minutes.,5/5,3 years ago on  Google
7690,"Happiest place on earth? Maybe. This definitely points to the fact that there must be happier places elsewhere in the universe...just haven't found them yet. A ""must go"" for everyone. You're never too old!",5/5,2 years ago on  Google
7691,"No charging stations anywhere, which is not keeping up with the times. Some rides were dirty and everything was very expensive. Nevertheless, it still is the best place to have fun with young and old alike.",4/5,4 years ago on  Google
7692,"Disneyland is a wonderful experience. Truly a beautiful and magical theme park. I went as a child, 20 yrs ago and was so excited to take my kids. We choose to go in Feb assuming it would not be crazy busy. We were wrong. Wait times were upwards of an hr and fast passes weren't much better. Average fast pass line was 20 mins.  Magic morning was a bit of a joke as only 2 parts of the park were open and they let about 10000 people in so wait times were rediculous. They also had the matterhorn, pirates if the carribian and a few other rides closed which was a bummer. What we were able to ride were well done and true to the theme. Haunted mansion was exactly as I remembered it (amazing) and my husband and son loved California screaming and space mountain.We used the disneyland app for wait times and as our map which was handy but not always accurate. It would say a character was out when they weren't and wait times were not accurate. We spent 4 days at DL and California adventure and I feel like we could use another couple of days. We enjoyed our trip but we're definitely disappointed in the fast pass system and lengthy wait times for rides, food, stores and characters.",3/5,5 years ago on  Google
7693,"We love going to Disneyland. There is a reason people are willing to pay the very expensive ticket price. The workers are very nice and friendly and if you go during any holiday, the decorations are very fun.",5/5,5 years ago on  Google
7694,"Why do people even come here? It is expensive, over-crowded, and over-rated. As soon as the kids are hungry then the parents are dealing with them and then the rest of the population of the park gets pouty. It seems only worth it if you can get in for free. Even then, I wouldn't spend my entire day here. I simply just don't understand the appeal.",3/5,5 years ago on  Google
7695,"Had a wonderful time. Paint the night was awesome. Sad fireworks were cancelled. After all these years, it's still the happiest place on earth.",4/5,6 years ago on  Google
7696,"Obviously, this is Disneyland. What can one say. Either you love it or not. But as considerable amount of construction along with capacity crowds just about drowns out the magic. Hopefully, this will be alleviated in about five years after the novelty of Star Wars land settles (if only). Happiest Place on Earth, indeed.",3/5,3 years ago on  Google
7697,Rides are outdated; hasn't been updated in decades.  The new Star Wars section is neat but not worth the $50 upcharge for just 1 ride. Complete waste of money. Disneyworld is MUCH better!,1/5,3 years ago on  Google
7698,"Love Disneyland. Come on, it's Disneyland! Make use of those free fast passes. Don't bother getting the special tickets for the fireworks show unless you enjoy being herded like cattle. Greatest detractions from our joy were the ridiculous price and the crowds. Could barely move through the park at points and when the parade started we were nearly stranded without a way out.",4/5,4 years ago on  Google
7699,"It's Disneyland, of course it is great.  If you have the option go early then leave and enjoy the mid day,  take a nap or hit the pool somewhere and grab a drink.Then head back around 6 to catch the parade and you will have much less competition in the lines.",5/5,6 years ago on  Google
7700,So our son had an accident on the pirates of the Caribbean ride. The lady running the ride decided she was going to make an example out of our family. It was one of the most embarrassing moments in our lives. Really struggling to justify going again. It's overcrowded and overpriced. If you wanna spend a bunch of money to be treated like dirty be my guest. I just want my money back!,1/5,4 years ago on  Google
7701,"A very different (yet no less fun) experience from my WDW last year. I was amazed at how convenient everything was from the Disneyland Hotel. Having the ability to run back and forth to California Adventure was great. I would say that Disneyland Park was more fun, but less magical than WDW.",4/5,4 years ago on  Google
7702,"I've been going to Disneyland all my life. Make sure you keep your phone on battery saver mode if you are gonna be there all day. If you are visiting from out of town, try to make it there all day for two or three days, otherwise you wont be able to do and see everything. If you are a local who hasn't been in a while, it's always nice to come back. Things are always being changed and upgraded, so there is always something new. The best part about the new Jungle Cruise movie coming out, is that we'll probably be seeing an animatronic Dwayne ""The Rock"" Johnson on the ride some time in the near future. Disney, please don't drop the ball on this one.",5/5,3 years ago on  Google
7703,"Too expensive for what it is. Food inside is also incredibly expensive for what it is. I don't recommend this place, and i would not take my children to this park. Six flags is a way better deal, with lots of more rides.",2/5,7 years ago on  Google
7704,"There is only one Disneyland, but the problem is lately everyone feels the same way. Its just to busy to enjoy anymore.  Huge crowds and lines, expensive tickets, rides constantly going down, and only going to get busier with Star Wars land coming. I miss when it wasnt as busy or at least it didnt feel that way. The magic has been lost for me and my kiddos.",3/5,3 years ago on  Google
7705,"Very expensive and cutthroat pricing, awesome rides; definitely worth the money and time. Just be prepared for the extremely long lines at certain rides your kids want to do!",5/5,3 years ago on  Google
7706,This was an amazing ride and I highly recommend anybody that visits the park to go on it.,5/5,6 years ago on  Google
7707,"A truly magical day! We spent 16 hours at the park on 20th May and did not run out of things to do. The world of colour show was definitely the highlight of the day for us (Thankyou Anton from Sonoma Terrace!!). I thoroughly enjoyed my day however I have been to EuroDisney multiple times and I prefer this one - more characters walking around to meet, less busy and Indiana Jones & Space Mountain are bigger roller coasters (more thrilling). Thankyou for a great day!",4/5,3 years ago on  Google
7708,"I am a passholder this year so we have been 3 times in the past couple months. Crowded of course however if you get the maxpass it's going to make your day easier to navigate. I love Disneyland, my daily life is Disney lol",5/5,4 years ago on  Google
7709,Enjoyable experience,5/5,3 years ago on  Google
7710,"An hour to get in, even though we got there well before opening time then hours to wait for rides and photos. About 4 things accomplished during the day. A total waste of money",1/5,4 years ago on  Google
7711,"It was a great experience since child hood wanted to visit this place.My dad and younger bro went ,but dad is no more.",4/5,a year ago on  Google
7712,"Overall a great time, a lot of construction going on right now (March 2018).  Frozen show not near the quality of Aladdin show was. Wish they never would have changed it.  Otherwise was a great trip!!!",4/5,4 years ago on  Google
7713,"Usually enjoyable but over the holidays the crowds were huge and the Disney staff had a difficult time handling. The baggage check process was way too long and lines not organized well. Also, it was disappointing the popular rides such as Indiana Jones and Hyperspace Mountain had breakdowns early in the morning & afternoon (12/28/19).  We purchased the Fastpass Opion but practically worthless. Although we reserved the key rides early the ride times were unfortearly in tne afternoon.   We had a 2 day Park pass and enjoyed more Disney California Adventures on 12/29/19.  Disneyland should have been better prepared for the huge crowds!",2/5,2 years ago on  Google
7714,"Wow, just wow. You have to go!",5/5,3 years ago on  Google
7715,"It's the best place in the world 😍 my husband and I have been going for the last 3 consecutive years, the only reason we aren't going this year is because I'm pregnant, but we came for our honeymoon and our anniversary and our baby announcements ❤️ it's the perfect Paradise.",5/5,4 years ago on  Google
7716,Well I was 6 when I went but it was really fun!!!!! My favorite ride was the tower of terror!! Definitely try it out!! But it was scary. (But there is like a 75% that is was scary because I was a toddler,5/5,6 years ago on  Google
7717,It’s Disneyland! How can you not have a good time? You will have to deal with crowds. We liked parking at hotels across the street to help avoid having to ride a shuttle to the park.,5/5,3 years ago on  Google
7718,I love disneyland I just only wish they allowed dogs in. I go everywhere with my dog and sadly I cant go here with her. My family and I tried to go to the starbucks here and they turned us away saying no dogs allowed even in outdoor area. Again I love this place but I just wish they were little more lenient.,3/5,3 years ago on  Google
7719,"There is nothing more magical than a day at Disneyland. There is something for everyone..rides, shows and a variety of food! This is a great place to make memories!",5/5,3 years ago on  Google
7720,"It's cool but not ideal for two adults.  After our third Dole whip and a full walk around the park, we were good to go.",4/5,2 years ago on  Google
7721,The most magical place on Earth. Pro tip: if using ride share to get to the park. Set drop off for Disneyland Hotel. Super quick walk into downtown Disney and then into either park.,5/5,3 years ago on  Google
7722,I’ve been here countless times as a kid and it’s so magical. I highly recommend going if you have children or an inner child in you. 💓 amazing food btw! Try the chowder in the bread bowl 😙,5/5,3 years ago on  Google
7723,"Disney land crew didn't seem like they wanted to be there, be prepared everything is so expensive plus the tax, it equals about $4 for a small bag of chips. When I can get them for 50 cents at wal-mart. Personally there are better places to go to, But besides that the fireworks were awesome and it's great to be able to bring your own food :)",2/5,6 years ago on  Google
7724,Great place great show!!,5/5,4 years ago on  Google
7725,"The happiest place on Earth! I try to come once a year, and this time I brought my brother along. He came from Spain to visit and he couldn't help but compare to EuroDisney (Spain), he was amazed with all the little details. If you come around the Holidays, be sure to watch the parade and arm yourself with patience. It gets really crowded, but you can always save time getting the FastPass. Totally worth the $10.",5/5,4 years ago on  Google
7726,"Always a great place, but if you think it won't be crowded the month of December you are completely wrong. Everyone in Orange County has the tradition to go to Disneyland on Christmas Eve and Christmas Day, save your money and sanity and go anytime but December!",5/5,6 years ago on  Google
7727,"Great place to make memories, it's all in the timing if you want to avoid crowds.  With Galaxy's Edge opening soon, it could be a lot more crowded if foot traffic is isn't managed well.",5/5,3 years ago on  Google
7728,"Only attraction i truly liked was the ""Abraham Lincoln robot seated talked and stood up. With patriotic music being played. This treasure no longer at Disney a real shame. Way too expensive to visit the park. I remember paying less than $12.00 to enjoy the park. I no longer go it's just not worth the money anymore $$$$ !!!",3/5,5 years ago on  Google
7729,I love coming here. But you know there is always a lot of people and long lines. Prices on food is high but what can you do. I go because it's just a beautiful place to see and for me relax.,5/5,3 years ago on  Google
